 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 BBSLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBSPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBSPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBW , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBW , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBWD , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWD , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBWDILED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWDLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWDLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWDPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWDPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBWI , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWI , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBWILED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWILEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWIPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWIPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBWLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBWPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BD , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BD , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BDI , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BDI , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BDIW , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BDIW , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BDLED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BDLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BDPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BDPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BI , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BI , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BILED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BILEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BIPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BIPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMD , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMD , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMDLED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMDLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMDPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMDPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMI , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMI , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMILED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMILEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMIPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMIPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMS , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMS , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMSLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMSLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMSPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMSPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWD , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWD , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWDLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWDLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWDPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWDPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWI , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWI , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWILED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWILEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWIPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWIPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWV , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BMWV , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BMWVLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BS , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BS , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BSLED , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BSLED , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BSLEDPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BSLEDPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BSPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BSPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWD , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWD , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWDLED , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWDLED , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWDLEDPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWDLEDPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWDPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWDPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWI , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWI , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWILED , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWILED , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWILEDPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWILEDPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWIPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWIPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWLEDPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWLEDPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWPAT , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWPAT , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWV , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWV , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 BWVLED , Preparation , SRE , aendcap1 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 BWVLED , Preparation , SRE , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 1.00 ,0.55, CAD 0.55 ,,,,,,,,,
 D5 , Preparation , SRE , aendcap10 , CAD 1.00 , unpack end cap , CAD 1.00 ,0.10, CAD 0.10 ,,,,,,,,,
 D5 , Preparation , SRE , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 1.00 ,0.75, CAD 0.75 ,,,,,,,,,
 D5S , Preparation , SRE , aendcap10 , CAD 1.00 , unpack end cap , CAD 1.00 ,0.10, CAD 0.10 ,,,,,,,,,
 D5S , Preparation , SRE , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 1.00 ,0.75, CAD 0.75 ,,,,,,,,,
 D5W , Preparation , SRE , aendcap10 , CAD 1.00 , unpack end cap , CAD 1.00 ,0.10, CAD 0.10 ,,,,,,,,,
 D5W , Preparation , SRE , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 1.00 ,0.75, CAD 0.75 ,,,,,,,,,
 MB , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBS , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBSLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBW , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBWLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBWV , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 MBWVLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PICR , Preparation , SRE , aendcap11 , CAD 1.00 , remove paint of threads , CAD 1.00 ,0.50, CAD 0.50 ,,,,,,,,,
 PICR , Preparation , SRE , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 1.00 ,1.64, CAD 1.64 ,,,,,,,,,
 PICWR , Preparation , SRE , aendcap11 , CAD 1.00 , remove paint of threads , CAD 1.00 ,0.50, CAD 0.50 ,,,,,,,,,
 PICWR , Preparation , SRE , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 1.00 ,1.64, CAD 1.64 ,,,,,,,,,
 PMRLED , Preparation , SRE , aendcap11 , CAD 1.00 , remove paint of threads , CAD 1.00 ,0.50, CAD 0.50 ,,,,,,,,,
 PMRLED , Preparation , SRE , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 1.00 ,1.64, CAD 1.64 ,,,,,,,,,
 PMWR , Preparation , SRE , aendcap11 , CAD 1.00 , remove paint of threads , CAD 1.00 ,0.50, CAD 0.50 ,,,,,,,,,
 PMWR , Preparation , SRE , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 1.00 ,1.64, CAD 1.64 ,,,,,,,,,
 PR , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRS , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRSLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRW , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRWLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PW , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWS , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWSLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWW , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWWLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TB , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TB , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDILED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDILED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDILEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDILEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDLED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDLED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDLEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDLEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBILED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBILED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBILEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBILEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBIPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBIPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBLEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBLEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBW , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBW , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDILED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDILED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDILEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDILEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDLED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDLED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDLEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDLEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWILED , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWILED , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWILEDPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWILEDPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWIPAT , Preparation , SRE , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWIPAT , Preparation , SRE , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
