Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
TEK6,fluorescent,Grid,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
Tek6,fluorescent,Grid,Battflou1,Preparation,1,remove battery & acc. from box,0.3,,,,,,
Tek6,fluorescent,Grid,Battflou1,Preparation,1,cap unused lead wire (black or orange),0.33,,,,,,
Tek6,fluorescent,Grid,Battflou1,Preparation,1,put ballast aside,0.08,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,put battery in housing and fix with screws,1.17,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,inverter connections+get out wires,0.3,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,indicator light connections+clip light,2,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,test switch connections,2.81,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,extra time to connect light to batt.,1,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,extra time to connect driver to batt.,2,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,extra time for Battery test,0.2,,,,,,
Tek6,fluorescent,Grid,Battflou1,Assembly,1,emergency labels,0.36,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TEK6LED,led,Grid LED,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TEK6LED,led,Grid LED,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TEK6LED,led,Grid LED,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TEK6LED,led,Grid,Battled1,Preparation,,sub-assembly battery,0.3,,,,,,
TEK6LED,led,Grid,Battled1,Preparation,,drill hole in reflector for invertor wires,0.45,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,put battery in housing and fix with screws,1.17,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,inverter connections+get out wires,0.3,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,indicator light connections+clip light,2,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,test switch connections,2.81,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,extra time to connecte driver to batt.,3,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,extra time for Battery test,0.2,,,,,,
TEK6LED,led,Grid,Battled1,Assembly,,emergency labels,0.36,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWC,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWC,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWC,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWC,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWCW,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWCW,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWCW,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWCW,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWO,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWO,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWO,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWO,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWOW,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWOW,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWOW,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWOW,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWR,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWR,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWR,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWR,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWRLED,led,pendant,battled4,Assembly,3,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWRLED,led,pendant,battled4,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TWRLED,led,pendant,battled4,Assembly,5,Indicator light connections+clip light,2,,,,,,
TWRLED,led,pendant,battled4,Assembly,6,Test switch connections,2.81,,,,,,
TWRLED,led,pendant,battled4,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TWRLED,led,pendant,battled4,Assembly,8,Extra time for Battery test,0.2,,,,,,
TWRLED,led,pendant,battled4,Assembly,9,Emergency labels,0.36,,,,,,
TWRLED,led,pendant,battled4,Preparation,1,Sub-assembly battery,0.3,,,,,,
TWRLED,led,pendant,battled4,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
TWRW,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
TWRW,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TWRW,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TWRW,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TWRWLED,led,wall,battled4,Assembly,3,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
TWRWLED,led,wall,battled4,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TWRWLED,led,wall,battled4,Assembly,5,Indicator light connections+clip light,2,,,,,,
TWRWLED,led,wall,battled4,Assembly,6,Test switch connections,2.81,,,,,,
TWRWLED,led,wall,battled4,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TWRWLED,led,wall,battled4,Assembly,8,Extra time for Battery test,0.2,,,,,,
TWRWLED,led,wall,battled4,Assembly,9,Emergency labels,0.36,,,,,,
TWRWLED,led,wall,battled4,Preparation,1,Sub-assembly battery,0.3,,,,,,
TWRWLED,led,wall,battled4,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
WA,fluorescent,Grid,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
WA,fluorescent,Grid,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WA,fluorescent,Grid,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WA,fluorescent,Grid,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
WALED,led,Grid,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
WALED,led,Grid,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
WALED,led,Grid,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
WALED,led,Grid,battled1,Assembly,6,Test switch connections,2.81,,,,,,
WALED,led,Grid,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
WALED,led,Grid,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
WALED,led,Grid,battled1,Assembly,9,Emergency labels,0.36,,,,,,
WALED,led,Grid,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
WALED,led,Grid,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
WB,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
WB,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WB,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WB,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
WBDI,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
WBDI,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WBDI,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WBDI,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
WBDILED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
WBDILED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
WBDILED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
WBDILED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
WBDILED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
WBDILED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
WBDILED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
WBDILED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
WBDILED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
WBDIW,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
WBDIW,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WBDIW,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WBDIW,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
WBDIWLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
WBDIWLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
WBDIWLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
WBDIWLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
WBDIWLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
WBDIWLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
WBDIWLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
WBDIWLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
WBDIWLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WBLED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
WBLED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
WBLED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
WBLED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
WBLED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
WBLED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
WBLED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
WBLED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
WBLED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
WBR,fluorescent,recessed,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
WBR,fluorescent,recessed,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
WBRLED,led,recessed,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
WBRLED,led,recessed,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
WBRLED,led,recessed,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
WBRLED,led,recessed,battled1,Assembly,6,Test switch connections,2.81,,,,,,
WBRLED,led,recessed,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
WBRLED,led,recessed,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
WBRLED,led,recessed,battled1,Assembly,9,Emergency labels,0.36,,,,,,
WBRLED,led,recessed,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
WBRLED,led,recessed,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
WBS,fluorescent,surface,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
